business_id,name,city,state,neighborhood,address,stars,review_count,is_open,categories,price_range,attributes_wifi,attributes_noise_level,attributes_ambience
qtyNbCXut-RQnnEQNJ9UzA,Desi Chaat House,Philadelphia,PA,,501 S 42nd St,4.0,241,1,"Indian, Food, Restaurants",1,u'no',u'quiet',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"
SO8kTCSO5dP5KyaX1JHDiA,Minute Suites,Philadelphia,PA,,Terminal A-B Link,4.0,72,1,"Travel Services, Airports, Rest Stops, Airport Lounges, Hotels & Travel, Hotels, Event Planning & Services, Bars, Nightlife",3,u'free',u'quiet',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"
JVZ_c3k01uAIas5B61iISg,Hard Rock Cafe,Philadelphia,PA,,1113 Market St,3.0,382,1,"Restaurants, Nightlife, Sandwiches, Music Venues, Arts & Entertainment, American (New), Cafes, Burgers, American (Traditional)",2,u'free','loud',"{'touristy': True, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': None}"
7hwH3wiWB17U9Nw4EjJo0A,Xi'an Sizzling Woks,Philadelphia,PA,,4000 Chestnut St,3.5,48,1,"Chinese, Asian Fusion, Restaurants, Pan Asian, Noodles, Szechuan",2,'free',u'very_loud',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"
m8ISlBOrLx8by-3iYrc3XA,Two Brothers Pizza,Philadelphia,PA,,3322 N 13th St,3.0,20,1,"Pizza, Restaurants",1,,u'average',
KR-Pb1-fxE9TrZijQWH0Qg,Magic Carpet Foods,Philadelphia,PA,,36th & Spruce St,4.5,43,1,"Fast Food, Food Trucks, Restaurants, Vegetarian, Food",1,u'no',u'average',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
X-sCb_2Q46W5H2wbXmlK1w,Atiya Ola's Spirit First Foods,Philadelphia,PA,,310 S 48th St,4.0,93,1,"Vegetarian, Live/Raw Food, Fruits & Veggies, Salad, Restaurants, Specialty Food, Juice Bars & Smoothies, Food, Burgers, Farmers Market, Wraps",2,u'free',u'average',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"
Vd0YOj5GVv-Nxeo06HCfjA,Rival Bros Coffee,Philadelphia,PA,,1100 Tasker St,4.5,34,1,"Food, Coffee Roasteries, Restaurants, Coffee & Tea, Cafes, Sandwiches",1,'free',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"
-nIXhxPvxST6bTuj9jo1UQ,DaMò Pasta Lab,Philadelphia,PA,,105 S 12th St,4.5,177,1,"Italian, Pasta Shops, Restaurants, Food, Specialty Food",2,u'free',,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"
KKivjYzOLDlbAo-iMyqWWg,Cake & Joe,Philadelphia,PA,,1401 E Moyamensing Ave,4.5,53,1,"Patisserie/Cake Shop, Food, Coffee & Tea",,u'free',u'quiet',
4wq9bzoCe3Mh0cPbYH1eDg,Max's Steaks,Philadelphia,PA,,3653 Germantown Ave,4.0,679,1,"Steakhouses, Bars, Nightlife, Sandwiches, Restaurants, Cheesesteaks",2,u'no',u'loud',"{u'divey': None, u'hipster': False, u'casual': None, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"
0jQPPEppYjGQ2higy6JvCg,Miller's Twist,Philadelphia,PA,,11th & Arch St,4.5,340,1,"Pretzels, Ice Cream & Frozen Yogurt, Food, Bakeries, Farmers Market",1,'no',,
bXn-kPjZ9XKMFnxJXFCkMw,ACME Markets,Philadelphia,PA,,1001 South St,2.5,60,1,"Grocery, Bakeries, Shopping, Fashion, Department Stores, Drugstores, Food",2,,,
iVGmTp4mW_Ie60orCwO57A,Market at the Fareway,Philadelphia,PA,,8221 Germantown Ave,4.0,37,1,"Public Markets, Specialty Food, Food, Farmers Market, Shopping, Seafood Markets",2,,,
zeG4Jb_ORGiqnGmcww_a4w,La Llorona Cantina,Philadelphia,PA,,1551 W Passyunk Ave,4.5,32,1,"Restaurants, Mexican, Nightlife, Breakfast & Brunch, Cocktail Bars, Bars",,u'free',,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"
1rV9jfXbwVpLDLcKYTCY_w,Peapod,Philadelphia,PA,,2011 Woodhaven Rd,2.0,43,1,"Food, Grocery, Food Delivery Services",2,,,
HI5ldaAiOYY-ii5LsgARug,The Grill  Smuckers,Philadelphia,PA,,51 N 12th St,4.5,118,1,"Restaurants, American (New), Breakfast & Brunch, Farmers Market, Food",1,u'free',u'average',"{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"
d3Mo1nrFbiOPa1_8xs4YHg,Mac Mart Food Truck,Philadelphia,PA,,104 S 18th St,4.0,79,1,"Fast Food, Food Trucks, Food, American (New), Restaurants, American (Traditional), Comfort Food",1,u'no',u'quiet',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"
fHE7blPUyQQwzqmaaquGwQ,Eeva,Philadelphia,PA,,310 W Master St,4.5,23,1,"Food, Restaurants, Pizza, Bakeries, Beer, Wine & Spirits",,,,"{u'divey': False, u'hipster': False, u'casual': False, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': True, u'upscale': False}"
-AanHawaDlzWHQjrqRRWig,Au Bon Pain,Philadelphia,PA,,1101 Chestnut St,2.5,42,1,"Bakeries, Restaurants, Food, Cafes",1,u'free',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"
un0xxX785wfQfprryh0TjQ,Lucky's Last Chance,Philadelphia,PA,,4421 Main St,4.5,579,1,"Burgers, Pubs, Restaurants, Hot Dogs, Nightlife, Beer, Wine & Spirits, Food, Bars",2,u'free',u'average',"{u'divey': None, u'hipster': True, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"
Xkdu_37aNqJxilh9XQSmEA,The Rook Manayunk,Philadelphia,PA,,4001 Cresson St,4.0,53,1,"Breakfast & Brunch, Sports Bars, Juice Bars & Smoothies, Beer, Wine & Spirits, Nightlife, Food, Bars, Restaurants",2,u'free',,
Mwc3n5Psw9wRaQ22vZWDYQ,Bar Hygge,Philadelphia,PA,,1720 Fairmount Ave,4.5,387,1,"Food, Restaurants, Breweries, Comfort Food, Brewpubs, Breakfast & Brunch, Gastropubs",2,u'free',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"
G2oWC7vWPTiTZt--0bUMzA,Kalaya,Philadelphia,PA,,764 S 9th St,4.5,272,1,"Thai, Restaurants",3,u'free',u'average',"{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': True, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': False}"
o45O8DI0MJXYsHnoIkP0jg,D'jakarta Cafe,Philadelphia,PA,,1540 W Ritner St,4.5,107,1,"Restaurants, Seafood, Indonesian, Asian Fusion",2,u'no',u'average',"{u'divey': False, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': False}"
8VsGdezAKZh8atZ0tmVskg,Amigo's Bakery,Philadelphia,PA,,2327 S 12th St,4.5,23,1,"Cupcakes, Patisserie/Cake Shop, Desserts, Restaurants, Food, Bakeries, Tex-Mex",1,,,
8hKi4SyepMGe2W1L4aQ_JQ,Italian Kitchen,Philadelphia,PA,,2035 N 63rd St,3.0,24,1,"Pizza, Breakfast & Brunch, Italian, Sandwiches, Restaurants",1,u'paid',,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"
nEhYqDvaRleiKf533ZsdWg,Maki of Japan,Philadelphia,PA,,8500 Essington Ave,2.5,20,1,"Restaurants, Chinese",1,u'no',u'average',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"
55gCXlWDDCdttR3yRss1xw,The Rittenhouse Hotel,Philadelphia,PA,,210 W Rittenhouse Sq,4.0,125,1,"Hotels & Travel, Event Planning & Services, Restaurants, Hotels",3,u'free',u'quiet',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}"
DKRssfE83bAnqHvwXK5DqA,Randazzo's Pizzeria,Philadelphia,PA,,1826 S St,4.0,153,1,"Burgers, Pizza, Restaurants, Italian",1,u'no',u'average',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"
WoDFTyLtU3RhHPx-7GhQyA,CAVA,Philadelphia,PA,,1713 Chestnut St,4.0,106,1,"Restaurants, Salad, Mediterranean",,,u'average',"{u'divey': False, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': True, u'intimate': None, u'romantic': False, u'classy': None, u'upscale': None}"
q4AxwoWQs6rk2nkWJuYZIA,Triangle Tavern,Philadelphia,PA,,1338 S 10th St,4.0,216,1,"American (Traditional), Restaurants, Nightlife, Bars, Pubs, Gastropubs",2,u'no',u'average',"{u'divey': True, u'hipster': True, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"
gr5eG2ciS_6M-brZVQ-KEA,Kabobi,Philadelphia,PA,,10600 Roosevelt Blvd,4.0,88,1,"Restaurants, Halal, Barbeque, Pakistani, Asian Fusion, Bangladeshi, Indian, Middle Eastern",2,'free',u'quiet',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"
XFfuR-F1_wDbcf8xo2DVPw,Dae Bak,Philadelphia,PA,,"1016 Race St, Fl 2",4.0,214,1,"Restaurants, Korean",2,'free',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"
DTbKzkWQGWJsHvhE6OcUFw,Little Pete's Restaurant,Philadelphia,PA,,2401 Pennsylvania Ave,4.0,147,1,"Greek, Restaurants, Breakfast & Brunch, American (Traditional), Diners",2,u'no',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"
OjM_Q540jV0AHKCLOX7gHA,Panera Bread,Philadelphia,PA,,48 N 12th St,3.0,139,1,"Restaurants, Soup, Salad, Sandwiches",2,u'free',u'average',"{u'divey': False, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"
R5j_K2NTLREJspZNbnEZYQ,Smashburger,Philadelphia,PA,,8000 Essington Ave,2.5,28,1,"Restaurants, Fast Food, Burgers",2,,'loud',
NJe5fkia_63rdKXRdJlmkA,Chatayee Thai,Philadelphia,PA,,1227 Walnut St,4.5,222,1,"Restaurants, Thai, Vegetarian, Vegan",2,u'free',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"
92dYGs4_P_9j6cKle7E2Yw,Figo,Philadelphia,PA,,1033 N 2nd St,3.0,33,1,"Cocktail Bars, Italian, Nightlife, Restaurants, Bars",,u'free',,
99e7bysta1myyrQogFEWUQ,Dock Street Brewery,Philadelphia,PA,,701 S 50th St,4.0,549,1,"Beer, Wine & Spirits, Restaurants, Breweries, Pizza, Local Flavor, American (New), Vegetarian, Food, Brewpubs",2,u'free',u'loud',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
PhLYLCjM_dS_seS_fMBVeg,Helium Comedy Club,Philadelphia,PA,,2031 Sansom St,3.5,352,1,"Nightlife, Restaurants, American (Traditional), Comedy Clubs",2,'no',u'average',"{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"
uVri4t3oyA7gqbX5q7_0LA,El Balconcito,Philadelphia,PA,,658 E Godfrey Ave,3.5,59,1,"Peruvian, Portuguese, Dentists, Restaurants, General Dentistry, Health & Medical, Nightlife, Cocktail Bars, Bars, Iberian",2,u'free',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"
1el_4ywdqa2lIsI1YPEbsg,Utsav Indian Cuisine,Philadelphia,PA,,13314 Philmont Ave,4.0,28,1,"Restaurants, Indian",2,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"
DcepdH3MsMWD0hEc6FmDew,Ozzy's Pizza Shop II,Philadelphia,PA,,5640 N 5th St,2.0,23,1,"Pizza, Chicken Wings, Restaurants, Salad",1,'no',,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"
-IZpkWsJKfq35eJLzaUcvA,U Bar,Philadelphia,PA,,1220 Locust St,3.5,58,1,"Gay Bars, Bars, Nightlife",2,u'no',u'average',"{u'divey': False, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': None}"
hxh1ongobphqXq30V13ukg,Bottle Bar East,Philadelphia,PA,,1308 Frankford Ave,4.0,271,1,"Food, Bars, American (Traditional), Nightlife, Gastropubs, Barbeque, Breakfast & Brunch, Restaurants, Pubs, Sports Bars, Beer, Wine & Spirits, Beer Bar",2,u'free',u'average',"{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"
ItgkjSjo5rXmnBH3Vww_Xg,Starbucks,Philadelphia,PA,,1945 Callowhill St,3.0,47,1,"Coffee & Tea, Food",2,u'free',,
laXWQMgAW2kUfAH7Y-xH8w,Sarcone’s Bakery,Philadelphia,PA,,758 S 9th St,4.5,120,1,"Bakeries, Food, Restaurants",1,,,
lkQP24RF-W7Hvb2WOPJWAw,Metropolitan Bakery,Philadelphia,PA,,4013 Walnut St,3.5,137,1,"Bakeries, Food, Coffee & Tea, Restaurants, Breakfast & Brunch",2,u'free',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"
Lw1gzZZGI2GFQc6BI5zyJw,Kite & Key,Philadelphia,PA,,1836 Callowhill St,3.5,439,1,"American (Traditional), Restaurants",2,u'no',u'average',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"
hrJYdX8ArjX7CwekX66e9A,Salvito's Pizza Palace,Philadelphia,PA,,9045 Ashton Rd,3.5,54,1,"Steakhouses, Restaurants, Pizza, Sandwiches",1,u'no',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"
vFDGCmR5iH34PdoBhTYh_A,J&P Seafood,Philadelphia,PA,,4820 Spruce St,3.0,50,1,"Specialty Food, Grocery, Desserts, Food, Fruits & Veggies, Restaurants, Delis, Seafood, Salad",2,u'free',u'very_loud',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"
pW5DXTpKnw3y0fopipbJVg,Landmark Americana Tap & Grill - University City,Philadelphia,PA,,3333 Market St,3.0,394,1,"American (New), Sports Bars, Bars, Restaurants, Nightlife",2,u'free',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"
deA06KLDS11uTDtUUrohRw,Mucho Bueno,Philadelphia,PA,,,4.0,29,1,"Food, Food Trucks",1,,,
3tR1GRfd-0moZ8F-L6MGaA,Hilltown Tavern - Fairmount,Philadelphia,PA,,795 N 24th St,3.0,25,1,"Breakfast & Brunch, Burgers, Restaurants, Sports Bars, Pubs, Bars, Nightlife",,u'free',,
HngRiL6Z3DFTDnNsXZ0TQw,Stateside,Philadelphia,PA,,1536 E Passyunk Ave,3.5,358,1,"Nightlife, Tapas/Small Plates, American (New), Bars, Restaurants",2,u'no',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"
8-CnBPjMxQj195wDxZrHEA,Beck's Cajun Cafe,Philadelphia,PA,,2955 Market St,3.5,65,1,"Cajun/Creole, Restaurants",1,u'free',u'loud',"{'touristy': True, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"
5WF3593by2u-aE_WaM7_Mw,Tea Leaf,Philadelphia,PA,,51 N 12th St,4.5,22,1,"Coffee & Tea, Restaurants, Food",1,u'free',,
fixjFaCYK2yDz5F-L2ASeg,Muscle Maker Grill,Philadelphia,PA,,2550 Grant Ave,2.5,92,1,"Food, American (New), Salad, Juice Bars & Smoothies, Wraps, Restaurants",2,'free',u'average',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
qDRjceFNH7Mxv9M-ZvDitg,Rittenhouse Farmers' Market,Philadelphia,PA,,18th & Walnut St,4.0,40,1,"Food, Farmers Market",2,,,
DIGW-yEmaQeEq_SJKvbZyg,Fiesta Acapulco,Philadelphia,PA,,1122 S 9th St,2.5,54,1,"Restaurants, Mexican",1,u'no',u'quiet',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
W0O1riXLSUitiomnl2smRw,Oteri's Italian Bakery | Frankford Ave,Philadelphia,PA,,7518 Frankford Ave,3.5,35,1,"Bakeries, Restaurants, Food, Delis, Gelato",2,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"
y1Z9tymuBGVDZnYZoLk-2Q,Fork,Philadelphia,PA,,306 Market St,4.0,640,1,"Burgers, American (New), Restaurants, Breakfast & Brunch",3,u'free',u'average',"{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"
hhper8vIQRHpEZRufltj1Q,The 700,Philadelphia,PA,,700 N 2nd St,3.5,184,1,"Nightlife, Dance Clubs, Music Venues, Arts & Entertainment, Bars",1,u'free',u'very_loud',"{u'divey': None, u'hipster': True, u'casual': None, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"
dYinIkKBspHV5hSaukklFg,L'Angolo Ristorante,Philadelphia,PA,,1415 W Porter St,4.5,386,1,"Restaurants, Italian",2,u'no',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"
nzMsAREnsFlsCHsBUwL2SQ,Ho Sai Gai Restaurant,Philadelphia,PA,,1000 Race St,4.0,202,1,"Chinese, Restaurants",2,u'no',u'average',"{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"
tcDpEgmd14W4szC0DU3Pgg,Tropical Smoothie Cafe,Philadelphia,PA,,"1600 N Broad St, Unit 4",3.0,43,1,"Juice Bars & Smoothies, Restaurants, Cafes, Food, Sandwiches",1,'no','average',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"
iAYSuGMrd-w6k3wWTYtO0g,Vino Volo,Philadelphia,PA,,8000 Essington Ave,3.0,29,1,"Wine Bars, Nightlife, Bars",2,'free',u'very_loud',"{'touristy': None, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': True, 'casual': None}"
rOh8NovXVn48p8I-ZYEpQA,sweetgreen,Philadelphia,PA,,1821 Chestnut St,4.0,213,1,"Vegan, Soup, Vegetarian, Salad, Restaurants",2,'free','average',"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"
XJnTY0wG45x9GBrgfNpkCw,Lucha Cartel,Philadelphia,PA,,207 Chestnut St,3.5,556,1,"Specialty Food, Breakfast & Brunch, Nightlife, Mexican, Food, Bars, Dance Clubs, Pubs, Cocktail Bars, Restaurants",2,u'free',u'average',"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"
qmsdbXMG6DCNXEEZJz4d5g,Chipotle Mexican Grill,Philadelphia,PA,,"1100 W Montgomery Ave, Ste A",2.0,56,1,"Fast Food, Mexican, Restaurants, Salad",1,'no',,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"
-PqeUUIN8Qgqhv5KMiRfHA,Hue Fusion Food Market,Philadelphia,PA,,1601 Cecil B Moore St,4.5,30,1,"Sandwiches, Specialty Food, Korean, Food, Delis, Burgers, Restaurants, Ethnic Food, Convenience Stores, Grocery, Asian Fusion, American (New)",1,u'no',u'quiet',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
fB8DULHVGkB9jI7M8qzKKg,Coffee Cream & Dreams,Philadelphia,PA,,1500 Fairmount Ave,5.0,20,1,"Bakeries, Coffee & Tea, Bagels, Food",,u'free',,
8pqdJjefYq-a9IBSJJmKwA,The Dandelion,Philadelphia,PA,,124 S 18th St,4.0,2497,1,"British, Restaurants, Gastropubs, Bars, Nightlife",2,u'no',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"
jXtaxB2b64nA4uy13i024A,Little Fish,Philadelphia,PA,,746 S 6th St,4.5,529,1,"Seafood, Restaurants",3,u'no',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"
jOaJ4PFGhGiM8fhuYcYFRg,Little Sicily 2,Philadelphia,PA,,1608 S Christopher Columbus Blvd,4.5,252,1,"American (Traditional), Indian, Restaurants, Pizza",1,u'no',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"
J5BAE3NCOe8YEg-GvOOF_A,The Red Rooster Inn,Philadelphia,PA,,7960 Dungan Rd,3.5,23,1,"Restaurants, Wraps, Sandwiches, Bars, Pool Halls, Nightlife",2,'no',u'average',"{u'divey': None, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"
903S0UZPLDGi_X6uiDdKHQ,Mulberry Market,Philadelphia,PA,,236 Arch St,3.0,56,1,"Grocery, Food",2,,,
5IL3rTT-_LHyvVJRVNKxaQ,Victory Beer Hall,Philadelphia,PA,,1100 Pattison Ave,3.0,60,1,"American (New), Pretzels, German, Pubs, Nightlife, Food, Sandwiches, Restaurants, Beer, Wine & Spirits, Bars",2,'no',u'loud',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
PgUoeGam08nCaLWJwrmrWQ,Chubbys Steaks,Philadelphia,PA,,5826 Henry Ave,4.0,394,1,"Cheesesteaks, Restaurants, Sandwiches, Steakhouses",2,u'free',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"
oDlF5bfcQrYkjK4D4_Nw9A,Fitzwater Cafe,Philadelphia,PA,,728 S 7th St,4.0,240,1,"Food, Restaurants, Italian, Desserts, Coffee & Tea, Cafes, Sandwiches, Breakfast & Brunch",2,u'no',u'average',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"
WdW_rka38TeVxhh2F3nBew,The Bayou Bar & Grill,Philadelphia,PA,,4245 Main St,3.0,178,1,"Pubs, Sports Bars, Nightlife, Restaurants, Bars, Chicken Wings",2,u'no',u'loud',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': None}"
CuyQt_cUFS1i738GXTNciw,Effie's Restaurant,Philadelphia,PA,,1127 Pine St,3.5,315,1,"Greek, Mediterranean, Restaurants",2,u'free',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"
KutdYfcmNCM1qggUg2QYeg,Yummy Yummy,Philadelphia,PA,,52 N 10th St,4.0,147,1,"Food, Chinese, Desserts, Restaurants",1,u'no','average',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
yQ7sxpoKXcTWzuELVdpR6w,Drury Beer Garden,Philadelphia,PA,,1311 Sansom St,3.5,79,1,"Nightlife, Bars",2,'no',u'very_loud',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"
0RcD7PpjWTMcN86NwzgBag,ShopRite of Oregon Ave,Philadelphia,PA,,24th St & W Oregon Ave,2.5,44,1,"Food, Bagels, Bakeries, Shopping, Grocery, Local Flavor",2,,,
vXMedaVdLTrgpcSFmKrlJA,Tony's Pizzeria,Philadelphia,PA,,3128 Belgrade St,3.0,20,1,"Restaurants, Pizza",2,u'no',u'average',"{'touristy': False, 'hipster': False, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}"
jS3affmkXWrBnidXA-DIfQ,Butcher Bar,Philadelphia,PA,,2034 Chestnut St,4.0,682,1,"Steakhouses, Comfort Food, Butcher, Bars, Specialty Food, Food, Nightlife, Whiskey Bars, Restaurants, Gastropubs",2,'free',u'average',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"
