business_id,name,stars,review_count,price_range,city,address,categories,profile_text
3MIsXwx5zVmlwzRx9UnuFQ,Perkins Restaurant & Bakery,3.0,56,2.0,Philadelphia,1681 Grant Ave,"Cafes, American (Traditional), Food, Restaurants, Breakfast & Brunch, Bakeries","Perkins Restaurant & Bakery. Cuisine: Cafes, American (Traditional), Food, Restaurants, Breakfast & Brunch, Bakeries. Located at 1681 Grant Ave, Philadelphia. Rating: 3.0 stars. Noise level: average. WiFi: free. Popular Keywords: perkins, breakfast, table, eggs, over, still, give, server, decent, took, charles, bakery, wasn, french, toast. Reviews: The restaurant has good stuff and plenty of room inside. Usually I enjoy free refills of coffee and spend a bit time while having a breakfast. I've also tried a fruit pie here and ordered with me to be wrapped. Overall its like home atmosphere here and the price is compatible. The rudest host ever Deanna. You suppose to greet customer with good morning Hi not HOW MANY? Come on show some pride ! The manager on duty did slightly improve our poor Sunday experience with the inexperienced slow waiter and over fried salty pickles.  He took the pickles off the bill.  Meal was a little pricey but good.  I still enjoy Perkins but want to see who I get for service before I order.  I'd like to give t"
EQyFENS3MWYRuDt6Ty6QJQ,Street Food Philly,4.0,34,2.0,Philadelphia,N 33rd St,"Restaurants, Food Stands, Street Vendors, Food, Event Planning & Services, Caterers","Street Food Philly. Cuisine: Restaurants, Food Stands, Street Vendors, Food, Event Planning & Services, Caterers. Located at N 33rd St, Philadelphia. Rating: 4.0 stars. Noise level: loud. Ambience: trendy."
G-FrjKHpQVoH_P1saaMNRQ,Kingston 11,3.5,52,3.0,Philadelphia,6405 Woodland Ave,"Caribbean, Restaurants","Kingston 11. Cuisine: Caribbean, Restaurants. Located at 6405 Woodland Ave, Philadelphia. Rating: 3.5 stars. Popular Keywords: chicken, cheese, jerk, cabbage, oxtails, platter, rice, instagram, peas, after, give, again, wings, jamaican, salmon. Reviews: Good food and they give you plenty of it.  The pepper steak and mac&cheese way above average. I'm a West Indian American and I've been having issues finding Jamaican spots that still cook food with Jamaicans in mind. The food is being prepared to cater to African Americans it's not authentic at all. Not flavorful. Hardly seasoned. No spice. The food was very cold when we got home. I only liv I swear Kingston 11  is da best very satisfied with everything I get to eat from they best Jamaicans out"
WX2exxux0FS2HwRVaRdhaQ,Stone's Beer & Beverage Market,4.5,62,2.0,Philadelphia,1701 Fairmount Ave,"Beer, Wine & Spirits, Food, Beverage Store","Stone's Beer & Beverage Market. Cuisine: Beer, Wine & Spirits, Food, Beverage Store. Located at 1701 Fairmount Ave, Philadelphia. Rating: 4.5 stars. Popular Keywords: beer, selection, stones, delivery, beers, nick, prices, distributor, helpful, find, store, stone, business, website, easy. Reviews: This business is under new ownership. They were closed  for a couple of days in April and reopened under new ownership. I overheard the new owner saying that they believed the old owners were just ready to retire. 

That being said, I hesitantly, tentatively went in, and as my husband joked ""racism  This beverage center is great. It's roomy but not confusing. There are labels and descriptions near the items to give you insight. I did not make a decision before coming here but after reviewing a few choices, it was clear what I wanted. 

The prices here are reasonable and way better than at any b Stones was extremely accommodating. They worked with me even though I was making the delivery process a bit of a pain. Great service."
QUSctIF_D2yv_NJeokhXFw,Condesa,4.0,117,2.0,Philadelphia,1830 Ludlow St,"Mexican, Bars, Cocktail Bars, Nightlife, Restaurants","Condesa. Cuisine: Mexican, Bars, Cocktail Bars, Nightlife, Restaurants. Located at 1830 Ludlow St, Philadelphia. Rating: 4.0 stars. WiFi: free. Ambience: classy. Popular Keywords: tacos, mexican, hotel, drinks, spicy, fresh, dinner, options, guac, didn, chips, these, taco, philly, atmosphere. Reviews: Food was very good, drinks were above average. The ambience, and location were poor. It's connected to a hotel and that should have been a red flag. Trying to dine while watching people check in with with kids, luggage and elevators...not a place for a dining experience. 
Waitress was great.

If you This is a great addition to the Philly restaurant scene. It has a great atmosphere that is light and airy. Love that there is both indoor and outdoor seating. To start off our table had the guac. It was very fresh and had great flavor. I had the Pescado Frito. It was delicious. Exactly the right pro Really swanky restaurant - loved the vibes. Not 100% sure If the money was worth it, but also didn't have any complaints. The service was quick and attentive on all fronts (hosts to waitress). The guac was really delicious although could have came with more chips to dip it in. I got the fish tacos w"
mBgfK8HLthPOMPkEbYLW-A,The Bottle Shop,4.0,94,1.0,Philadelphia,1616 East Passyunk Ave,"Bars, Food, Beer, Wine & Spirits, Nightlife","The Bottle Shop. Cuisine: Bars, Food, Beer, Wine & Spirits, Nightlife. Located at 1616 East Passyunk Ave, Philadelphia. Rating: 4.0 stars. Noise level: average. WiFi: free. Popular Keywords: beer, selection, wine, experience, prices, bottle, shop, customer, spot, into, small, beers, acme, passyunk, street. Reviews: The selection is decent and the pricing is fine. There is a beer and a price point for everyone. Of choruses cheaper prices can be found at the acme but they don't have the selection. The ambiance isn't great but it works. Sitting at the front with the windows open can be nice, although Passyunk is  No shots firing off on this bar (only Wine and Beer - No Hard Liquor) but they did have what appeared to be a Sommelier on-staff who was able hold her own in the wine department. She hand picked a bottle that was so absolutely splendid for a dinner party I was making my way to and everyone in attend We are from out of town, two of us are from Vegas. It was about 930pm on a Sunday night. We yelped a place to buy alcohol/beer in the area. Came across this place. Upon entering no one greeted us, it's a pretty small place and we were the only ones there plus one other customer that seemed to know a"
pFR6-Py-CyIDiXyJer2aqQ,Suprema Coffee Roastery,4.0,22,,Philadelphia,1511 Pine St,"Coffee Roasteries, Coffee & Tea, Food","Suprema Coffee Roastery. Cuisine: Coffee Roasteries, Coffee & Tea, Food. Located at 1511 Pine St, Philadelphia. Rating: 4.0 stars. Popular Keywords: coffee, suprema, owner, shop, latte, drink, rude, worth, roastery, everything, incredibly, beans, home, iced, espresso. Reviews: My first sip of my cappuccino made me want to cry because it was so good lol. This is by far my favorite coffee shop. Thanks for making my morning this snowy day. Suprema is Super!! I am known to be so picky when it comes to coffee & this places is fulfilling... I love it and recommend, my fav is 'Red Eye'. It really was a great experience at the Suprema Coffee Roastery. Can't wait to try everything off the menu here. Every single menu item that we have ordered was incredibly fresh and delicious. The staff were really friendly, helpful, and very easy to talk to. All in all Suprema Coffee Roastery has g"
1MbwLxXrQk7H1FOidg8hoA,Yummy Pho,4.5,72,1.0,Philadelphia,2012 N Broad St,"Soup, Thai, Asian Fusion, Coffee & Tea, Vietnamese, Bubble Tea, Restaurants, Food","Yummy Pho. Cuisine: Soup, Thai, Asian Fusion, Coffee & Tea, Vietnamese, Bubble Tea, Restaurants, Food. Located at 2012 N Broad St, Philadelphia. Rating: 4.5 stars. Noise level: quiet. WiFi: free. Popular Keywords: grilled, chicken, noodles, shrimp, yummy, broth, spot, rice, soup, delivery, thai, flavor, vietnamese, take, small. Reviews: Don't go here if you want HAIR with your dish. And after me and my boyfriend called attention to the owners that hair was in fact in his plate, they refused to take responsibility at first. I had to damn near argue and demand a discount before we were given one. Very unprofessional and sloppy. i love this place and am so sad i dont live near it anymore. it is definitely small inside so i typically get it to go, but the pho is amazing, i have not had a bowl i dont like. it is run by a family too who are very nice and always accommodating By far this is my favorite Pho place in the city.  I usually order the shrimp Pho.  The broth is nice and flavorful but the best part is the grilled shrimp.  The shrimp is a nice size and has a good grilled taste.

I generally order in Grubhub and you can count on a speedy delivery.  Ordering direct"
ErcLBEFjqr4nGbF4ozrvgg,Don Barriga Mexican Grill,4.5,109,1.67,Philadelphia,"4443 Spruce St, Fl 1st","Mexican, Restaurants","Don Barriga Mexican Grill. Cuisine: Mexican, Restaurants. Located at 4443 Spruce St, Fl 1st, Philadelphia. Rating: 4.5 stars. Noise level: average. WiFi: free. Ambience: casual. Popular Keywords: mexican, tacos, enchiladas, philly, chips, barriga, west, authentic, guacamole, didn, burrito, fresh, salsa, meal, better. Reviews: Service is quiet slow here, seems like they are understaffed/overwhelm. By the time our food arrived, it felt barely warm. Feels like it was sitting on the counter for a bit. However the portion is huge, I'm assuming if the food was served hot it'll taste a lot better. When we request to have some t I came on opening day and it took no exaggeration over 3 hours for our food to come out. Sure it was busy, but 3 hours is still a bit excessive to make 6 tacos and an enchilada. 

The chips were amazing- the green and spicy salsas were both good as well. Honestly the only thing keeping us alive whil I grew up on the border in San Diego, California so my standards are high and I had pretty much given up on finding places that satisfy my cravings in the Philadelphia area unless I travel out to Norristown or one spot in South Philly. I am so excited to have truly authentic Mexican food in my West "
PCmoZ6i5fXLKti6SmykDNg,Saxbys,3.5,34,1.0,Philadelphia,65 N 34th St,"Juice Bars & Smoothies, Coffee & Tea, Food","Saxbys. Cuisine: Juice Bars & Smoothies, Coffee & Tea, Food. Located at 65 N 34th St, Philadelphia. Rating: 3.5 stars. WiFi: free. Popular Keywords: cold, brew, coffee, location, quick, busy, iced, chain, extremely, smooth, somehow, latte, these, delightful, probably. Reviews: Super quick,affordable,comfortable and quality coffee chain spot!

I  went here per a recommendation from a friend for their cold brew, and boy, it didn't disappoint! It was so good that I came back the next day to get another!
The regular cold brew (only $3 for a small) is extremely smooth, I must  This is probably my least favorite Saxbys location in the Philadelphia area, the staff is ok at being friendly and quick with service, and I usually only go to this location out of convenience. I'm not a fan of the lighting or seating, so I've never sat in at this location. Awful. I was waiting for my ICED COFFEE for 45 minutes. I had to leave because I had class. If you go, make sure you clear your entire schedule because you will have to wait all day."
Jg9kkOl4sx2AXJVohbpSiw,South Philly Barbacoa,4.5,593,2.0,Philadelphia,1140 S 9th St,"Barbeque, Coffee & Tea, Mexican, Cannabis Clinics, Event Planning & Services, Personal Chefs, Restaurants, Juice Bars & Smoothies, Food, Health & Medical","South Philly Barbacoa. Cuisine: Barbeque, Coffee & Tea, Mexican, Cannabis Clinics, Event Planning & Services, Personal Chefs, Restaurants, Juice Bars & Smoothies, Food, Health & Medical. Located at 1140 S 9th St, Philadelphia. Rating: 4.5 stars. Noise level: average. Ambience: casual. Popular Keywords: tacos, barbacoa, lamb, line, taco, tortillas, authentic, around, wait, worth, table, these, fresh, philly, chef. Reviews: They have a very simple menu. The consome (lamb broth with rice and chick peas) is my favorite. Lamb is great and we ended up ordering 3 more sweeet tamales to go. You guys, the secret five star dish? The TAMALE! This was, by far, the best dish between the Barbacoa tacos and the pork tacos. 

The tortillas are delicious and everything was great, but these sweet tamales - packed with pineapple and raisins and only $1 - totally stole the show. Everything else is Maybe the best tacos I've ever had. 

Went around 11 for an early lunch and just missed the crowds (by 11:30 there was a 20 person line out the door). The staff are expeditious and move people through very quickly, and while in line, you get to see the barbacoa chopped up and the tortillas being mad"
KZ2V1ZPnrwoT0zcJunyIQw,Schlesinger's,3.5,258,2.0,Philadelphia,1521 Locust St,"Wraps, Sandwiches, Restaurants, Delis, Breakfast & Brunch","Schlesinger's. Cuisine: Wraps, Sandwiches, Restaurants, Delis, Breakfast & Brunch. Located at 1521 Locust St, Philadelphia. Rating: 3.5 stars. Noise level: average. WiFi: free. Ambience: casual. Popular Keywords: pickle, sandwich, deli, jewish, bagel, schlesinger, pastrami, potato, meal, soup, didn, breakfast, take, after, being. Reviews: I think the picture says it all here... I ordered a combo with a half a pastrami on rye and a bowl of soup. We laughed when the sandwich arrived; there was so little pastrami that it looked like two slices of bread with mustard between them. I assumed this must be a mistake, but when I called over t After walking by this place a few times, my wife and I finally tried it for breakfast. The service was quick and food was great. I had the corned beef hash with an over easy egg and my wife had a breakfast bagel sandwich with a side of hash. My wife enjoyed the complimentary pickle bar (even though  As a Northeast Philly born & raised Jew who loves her jewish deli's, living in Delaware County, I've missed having a jewish deli within minutes. Sure I can pick up some supermarket nova at the fish counter at Giant, but it's not the same when it's served to you on an everything bagel with cream chee"
-rDhWLQJ28L2ttkaftdZNQ,Martabak Ok,4.5,75,2.0,Philadelphia,"1801 Washington Ave, Unit D","Restaurants, Bakeries, Food, Comfort Food, Asian Fusion, Pizza, Specialty Food, Indonesian, Desserts","Martabak Ok. Cuisine: Restaurants, Bakeries, Food, Comfort Food, Asian Fusion, Pizza, Specialty Food, Indonesian, Desserts. Located at 1801 Washington Ave, Unit D, Philadelphia. Rating: 4.5 stars. WiFi: free. Popular Keywords: martabak, sweet, cheese, savory, original, taste, beef, dessert, pandan, nutella, corn, peanuts, overall, again, eating. Reviews: This place... gives so much food. Ridiculous portions but also it's like buying a large pizza pie. I'm not too sure why all the sweet and savory pancakes need to have cheese in it but man was it filling. We got the matcha cheese with peanuts it was $17. You could taste the peanuts but the sweetness  Very friendly staff and accommodating to my order.

My reviews are for the sweet martabak.

Original with peanut and Nutella. My favorite and reminds me of my childhood. It's filled with generous amount of crunchy peanuts. I wish they put more Nutella.

Pandan with corn: it's good and the corn is sw Yeah so this isn't health food, but it's delicious. The desserts are pretty much consistently great, perhaps obviously. On the savory I really enjoyed the chicken and corn. 

Also the quantity of food is significant. We ate Martabak for days. Yum."
cKLrTvokOdcgoEoHOXkfYg,Sakura Japanese Cuisine,3.5,142,2.0,Philadelphia,1521 Spring Garden St,"Salad, Japanese, Restaurants, Sushi Bars","Sakura Japanese Cuisine. Cuisine: Salad, Japanese, Restaurants, Sushi Bars. Located at 1521 Spring Garden St, Philadelphia. Rating: 3.5 stars. Noise level: quiet. Ambience: casual. Popular Keywords: sushi, roll, rolls, soup, fish, delivery, salmon, price, rice, avocado, salad, give, quick, lunch, small. Reviews: I was ready to say I don't like this place. I thought the TV on the wall, the handwritten $1 tea sign, slow service, and constant comings and goings of delivery guys made it a one star kind of place. Maybe two. The chopsticks were disposable and I don't know what, but something about the tea was jus WORSE CUSTOMER SERVICE EVER! Do not come here! They do not try to please there customers at all! If I could give no stars I would! Quick! Affordable! Tasty!

Went to lunch around 12:30PM with a colleague and was pleasantly surprised to get good sushi for a good price.

The lunch specials come with miso soup and a side salad. Both were equally delicious but the soup could have been hotter. The sushi was filling and had a simple "
jsL0EmA3k75npcRvleq2VA,Food From The Heart,4.0,20,,Philadelphia,8010 Ogontz Ave,"Barbeque, Seafood, Soul Food, Restaurants","Food From The Heart. Cuisine: Barbeque, Seafood, Soul Food, Restaurants. Located at 8010 Ogontz Ave, Philadelphia. Rating: 4.0 stars. Popular Keywords: cheese, beans, everything, chicken, platter, ribs, didn, again, sides, pork, fried, turkey, wings, catfish, string. Reviews: We ordered delivery via Grubhub. The food arrived fairly quickly and was delicious.

I had the pulled pork sandwich, my significant other had the fried chicken, and we split the mac and cheese.

I really enjoyed the pulled pork. The sandwich came with a good amount of sauce, and I personally prefer  Love their TUNA MAC!! So good I just wish it came in a bigger container lol and the muffins are really good too, turkey wings were a little dry to my liking but I will definitely give this place another try! I ordered a catfish platter with mac and cheese and string beans. The catfish was seasoned very good, the string beans were good as well. Theac and cheese was good, there were some burnt pieces but other than that the mac and cheese was very cheesy and seasoned just right. I didn't have to wait long"
vgNNwYjdZ_waBvgUcwtefA,The Dining Car & Market,3.5,217,2.0,Philadelphia,8826 Frankford Ave,"Restaurants, Bakeries, Diners, Food","The Dining Car & Market. Cuisine: Restaurants, Bakeries, Diners, Food. Located at 8826 Frankford Ave, Philadelphia. Rating: 3.5 stars. Noise level: average. Ambience: casual. Popular Keywords: dining, breakfast, diner, french, soup, since, chicken, cake, down, meal, still, dinner, many, onion, family. Reviews: I don't live in the area anymore but can always count on a solid breakfast at The Dining Car. I met my family here and we were a group of 10. It took about 20 minutes to get a table, but that's to be expected on a Sunday morning. Two waitresses helped us, and they were great. Our food came out quick Unpopular opinion here, but I dislike The Dining Car. The food is average at best and way too greasy for my liking. The food also bothers my stomach and I prefer other restaurants or even my own cooking to that of The Dining Car's. I do feel like it was once better than it is now but has since gone  Great diner with a large menu. It is always crowded but the line moves quickly. Never had a bad meal and the bakery is also very good. Cash only is the only downside, ATM on location. Also has liquor!"
Qhi17dmb6XCvP8axcJMYGA,Wendy's,1.5,37,1.0,Philadelphia,2301 Cottman Avenue,"Fast Food, Restaurants, Burgers","Wendy's. Cuisine: Fast Food, Restaurants, Burgers. Located at 2301 Cottman Avenue, Philadelphia. Rating: 1.5 stars. Noise level: average. Popular Keywords: wendy, drive, four, through, sandwich, waited, times, fries, location, chicken, asked, cars, took, employees, rude. Reviews: It was 10:55pm no cars in drive through and it took over 20minutes to get our food! Employees were laughing and playing in the back. Cashier was rude and gave an attitude when ordering The WORST Wendy's I have ever been to in 6 different states I have been in. Here is what you get when I comes to fries. Half filled. What a joke. I guess they really need to save every little fraction of a penny they can gather. Will definitely not be coming back here, nor recommend them to anyone.  This location is the worst Wendy's we've ever been to!  Ordered two Baconater sandwiches and when we opened them at home there were only bacon crumbs (not enough to make up even one bacon strip!).  They forgot our seasoned potatoes.  The only good thing was the coffee, although we had to wait while "
_evTKuGvzfQJzDlnf6FMdQ,Green Line Cafe,4.0,20,1.0,Philadelphia,1650 Arch St,"Coffee & Tea, Food","Green Line Cafe. Cuisine: Coffee & Tea, Food. Located at 1650 Arch St, Philadelphia. Rating: 4.0 stars. WiFi: free. Popular Keywords: coffee, green, line, shop, building, vegan, breakfast, sandwiches, cafe, options, work, chill, atmosphere, many, solid. Reviews: In town for work. It was close by. Great friendly staff who was nice. Place was clean and the food was good. The green line is the bomb. They have a few in South Philly, and I'm glad to see in Center City. They're my go to for lunch. It's kind of hidden across from the Comcast building, so it has a chill atmosphere (as opposed to many people hustling in and out).

Green Line overall is very vegan friendly. I am a regular customer at the Green Life Cafe as I work in the building. The customer service is amazing, coffee is excellent and the food as well. My favorites are bagels, yoghurt parfaits, sandwiches and pastries. I only wish they had a greater selection of salads."
BFyfkA4u8tmSIvoZmEN00Q,Bentoulis Pizza,4.0,41,1.0,Philadelphia,1226 E Hunting Park Ave,"Pizza, Restaurants, American (Traditional), Italian","Bentoulis Pizza. Cuisine: Pizza, Restaurants, American (Traditional), Italian. Located at 1226 E Hunting Park Ave, Philadelphia. Rating: 4.0 stars. Noise level: average. Ambience: casual. Popular Keywords: pizza, wings, pepperoni, where, everything, bentoulis, girl, gyro, extra, sauce, side, usually, live, pick, today. Reviews: Ordered wings and pizza for a fight party, everything was delicious! We even went back and got more pizza the next day! I was overcharged for my food because the girl taking my order was rushing....my gyro with extra sauce on the side was a dry gyro with no sauce on the side...my food is usually good from here..GET RID OF THE SATURDAY NIGHT ORDER TAKER!! I've live in Juniata for about 20 years. My daughters were teenagers. They no longer live here but my grandchildren when they come to visit they have to eat Bentoulis Pizza and the Buffalo wings. My daughter sometime comes from 5th and Susquehanna to pick up the pizza. We are picky eaters. Yes, some"
IhtoO_V7a9iNOew2cszvZQ,Nori Sushi,4.0,115,2.0,Philadelphia,1636 South St,"Restaurants, Sushi Bars, Japanese","Nori Sushi. Cuisine: Restaurants, Sushi Bars, Japanese. Located at 1636 South St, Philadelphia. Rating: 4.0 stars. Noise level: average. WiFi: free. Ambience: trendy, classy, casual. Popular Keywords: sushi, rolls, roll, fresh, nori, spicy, delivery, lunch, fish, salad, shrimp, tuna, quality, before, again. Reviews: Fast delivery and fresh food. They were extremely fast in preparing my order. I did order through Grubhub, but delivery was prompt. Not sure who to give kudos to for that one. They also gave me a free crunch salad. It was yummy. I would absolutely order from here again. Highly recommended- I ordered delivery last night- they were half an hour EARLY, the delivery man was so nice, the food was fantastic and I look forward to dining in soon! Love this place,
Sushi is always very fresh the combination of flavors is awesome and they give you 10% if you pay cash.
Finally a great place for sushi in the area."
cOKIKCLuUiWMUIb6Fp5N4w,Original Village Pizza,3.5,33,2.0,Philadelphia,1006 Sandmeyer Ln,"Restaurants, Pizza","Original Village Pizza. Cuisine: Restaurants, Pizza. Located at 1006 Sandmeyer Ln, Philadelphia. Rating: 3.5 stars. Noise level: quiet. Popular Keywords: pizza, hoagie, cheese, chicken, american, provolone, lunch, work, wouldn, else, ordering, pepperoni, hoagies, used, didn. Reviews: I think this is one of the worse pizzas ive ever eaten. Very oily, lacks flavor. Prives are like everywhere else, so dont bother ordering pizza here. Fan of the pizza and the broccoli bites - my wife like the white pies with chicken - the kids are fans of what else chicken fingers - I like their pepperoni pizza. Hoagies used to be out of this world. My latest (& final) order placed this past week demonstrated drastic decline in quality, in addition to lousy customer service.
Upon calling to place an order for pick-up, the girl who answered the phone was snippy, as if she really didn't want to be at work (po"
h2MaP8_ZJ3HqsgSPLeQNaw,Evan's Pizza,3.0,122,1.0,Philadelphia,4311 Locust St,"Restaurants, Pizza, Food, Beer, Wine & Spirits","Evan's Pizza. Cuisine: Restaurants, Pizza, Food, Beer, Wine & Spirits. Located at 4311 Locust St, Philadelphia. Rating: 3.0 stars. Noise level: average. Ambience: casual. Popular Keywords: pizza, chicken, fries, cheese, cheesesteak, vegan, salad, again, since, tried, delivery, almost, over, evan, buffalo. Reviews: We were loyal customers since moving to Philly a year ago. They recently switched their order system to Slice and I am very disappointed. My pizza arrived, not in a hot bag, room temp, with solidified cheese. Now I have to look for a new pizza place to regularly order from. They've been hit and miss I am regular here and they have never disappointed me.. pretty much tried out everything in their pizza menu -- all of them are over the top! My personal favorite is Thessaloniki! I've never had pizza from Evan's but I heard it isn't bad. ORDER THE CHIPOTLE CHICKEN FRIES!!!!!! It's the only food I've had from here and they are to die for. The fries are crispy in the sauce instead of soggy, too. Delivery is usually before the anticipated time. Also if you order online they sen"
UTVvCIMgSAbUx2stCRAJzQ,Happy Sunshine Food Truck,4.5,28,1.0,Philadelphia,33RD And Arch St,"Food, Food Trucks, Street Vendors","Happy Sunshine Food Truck. Cuisine: Food, Food Trucks, Street Vendors. Located at 33RD And Arch St, Philadelphia. Rating: 4.5 stars. Popular Keywords: truck, breakfast, every, campus, hope, drexel, long, coming, happy, couple, since, years, sunshine, during, coffee. Reviews: Happy Sun is and always will be my favorite food truck. The couple behind the the business are super lovely and make delicious food. Unfortunately I haven't been back to Philly since the lockdown started and I miss them. I hope they're doing well and they can open back up as soon as it's safe to do  This is the best food truck in the city of Philadelphia. The food is hot, fresh, and delicious, and the people who run it are the most genuine, sweet people I've ever seen running a food establishment. They serve hundreds of people every single day, and yet somehow know each and every single person  Happy Sunshine is a defining part of my Drexel experience. The couple who owns the truck are so kind and I hope they're doing well during this uncertain time. I'm hopeful they will return come Winter Term when the students come back to campus! Looking forward to an iced coffee from you guys soon!"
-qpFT-RgBE2QXVcSjq57lQ,Spanish Island Restaurant,3.0,68,2.0,Philadelphia,6539 Roosevelt Blvd,"Restaurants, Spanish","Spanish Island Restaurant. Cuisine: Restaurants, Spanish. Located at 6539 Roosevelt Blvd, Philadelphia. Rating: 3.0 stars. Noise level: average. Ambience: classy, casual. Popular Keywords: spanish, rice, again, sweet, chicken, salad, plantain, sandwich, pork, beans, container, money, enjoyed, potato, taste. Reviews: Skinny brittle alcapurrias cheap sandwich should've went to ""Freddy and Tony's restaurant"" is the only best Spanish food place    Go to Freddy and tonys instead if you want quality Spanish food not this Used to like this place about 5 years ago little by little went down hill.Don't throw your money away . This is a great place to eat the service and the people who work here great and helpful u with the menu if ur in a hurry eat don't come this place u want to enjoy ur food and the company ur with."
_XM7-X5Lc-e_T1S71ri-GA,Zhong Gang Bakery,3.5,54,1.0,Philadelphia,127 N 10th St,"Food, Bakeries, Coffee & Tea, Restaurants","Zhong Gang Bakery. Cuisine: Food, Bakeries, Coffee & Tea, Restaurants. Located at 127 N 10th St, Philadelphia. Rating: 3.5 stars. WiFi: free. Popular Keywords: cakes, cake, asked, again, fine, bakery, soft, bakeries, birthday, gets, after, excused, busy, loud, bill. Reviews: I was ordering a bubble milk tea with no ice (because it gets diluted after a while) and the person taking my order walked away mid order, so she asked me again what my order was and I repeated it, and then she looked at me like she was done with me and glared at me, and asked me for my order again. I've stopped in here a few times, and my experiences have always been fine, though not remarkable. The egg tarts are quite good. But some other goodies, such as the Napoleon, were a bit disappointing. Items are pretty cheap (around $1 per baked good), and the staff is friendly. Zhong Gang is overall The BEST sponge cupcakes in town!  Their egg tarts are very good as well and their bread buns are the best in town too.  I'm so happy I found this place!"
vtSisxaozZ7HWpBl_W7VaQ,Time,4.0,565,2.0,Philadelphia,1315 Sansom St,"American (New), Bars, Nightlife, Cocktail Bars, Arts & Entertainment, Lounges, Event Planning & Services, Venues & Event Spaces, Restaurants, Music Venues","Time. Cuisine: American (New), Bars, Nightlife, Cocktail Bars, Arts & Entertainment, Lounges, Event Planning & Services, Venues & Event Spaces, Restaurants, Music Venues. Located at 1315 Sansom St, Philadelphia. Rating: 4.0 stars. Noise level: loud. WiFi: free. Ambience: trendy, classy. Popular Keywords: music, night, live, drinks, whiskey, jazz, band, bartender, side, room, after, playing, table, cool, perfect. Reviews: Cool spot and cozy atmosphere.  

Great bar and great live music venue.  Servers were awesome and found enough on the menu to please a vegan.

Enjoyed the extensive use of wood in the bar and this restaurant has that 'local secret' feel to it.

Definitely return next time I'm in PHL. Amazing food. Amazing. The duck was perfect. It's one of the better meals I've had in Philly. The chocolate dessert was delicious as well. The drinks however......their winter spritz cocktail was heavy on the ice and their double espresso was more like weak regular coffee. It didn't have the consist It was ok. The food was good and but not great. The dish I really wanted and excited for, was not available!! Seriously, they were the bone marrow and bone narrows are considered to be very cheap
and usually throned sways.. but when done well, with the correct spices, they are amazing. 

I had the s"
hX_8ZUmIqWFWzjdiPrf23w,Termini Bros Bakery,4.5,380,2.0,Philadelphia,1523 S 8th St,"Bakeries, Restaurants, Food, Desserts","Termini Bros Bakery. Cuisine: Bakeries, Restaurants, Food, Desserts. Located at 1523 S 8th St, Philadelphia. Rating: 4.5 stars. Noise level: quiet. Popular Keywords: cannoli, termini, italian, chocolate, bakery, cookies, words, everything, cannolis, goods, each, bros, pastries, baked, philly. Reviews: Best cannoli! Best NY style cheesecake ever! Best Italian bakery in our area! When you go to Termini's your basically taking a step through the past when things were simpler and family was everything. If your looking for real Italian pastries... this is where it's at! What's not to love about a Philadelphia pastry staple that doubles as one of the most friendly shops in the area? We visited several months back for their famous chocolate covered banana and walked away with a dozen various pastries. The biggest takeaway for us was the friendliness of the staff. We' If you wanna try some amazing cheesecake this is the place to bro . Amazing staff and the cheesecake was great"
JAeJ7ziCPs64JlowBQyK_w,Milk + Sugar,4.5,25,1.0,Philadelphia,,"Food Trucks, Bakeries, Caterers, Food, Event Planning & Services, Desserts","Milk + Sugar. Cuisine: Food Trucks, Bakeries, Caterers, Food, Event Planning & Services, Desserts. Located at Philadelphia. Rating: 4.5 stars. Popular Keywords: cupcake, cupcakes, over, cake, cookies, vanilla, wedding, peaches, cream, deliver, late, icing, husband, milk, sugar. Reviews: My experience was a little different from the reviews I'm reading. I have to be honest...I am disappointed. 

I emailed them and received no response. I later called and the excuse was they get an overwhelming amount of emails so they can't respond. unacceptable. You are a business. Responding to cu Last week my husband and I got a few things from here...

* Chocolate chip cookie - good but nothing to rave over
* Pretzel cookie - same...good but nothing to rave over

* Strawberry shortcake cupcake - soooo yummy!!!
* Coconut something cupcake - too coco nutty for me and the frosting was ""a lot""  DELICIOUS cookies!! I'm delighted and ashamed to say my husband and I went through a dozen cookies in 3 days! Can't wait to try their custom cakes when we can belatedly celebrate some birthdays we missed in quarantine! Such a great addition to the neighborhood :)"
DRMEopD9Td8OoDk-JWm1Rw,Xi'an Sizzling Woks,3.5,215,2.0,Philadelphia,902 Arch St,"Noodles, Diners, Restaurants, Chinese, Seafood, Soup","Xi'an Sizzling Woks. Cuisine: Noodles, Diners, Restaurants, Chinese, Seafood, Soup. Located at 902 Arch St, Philadelphia. Rating: 3.5 stars. Noise level: average. WiFi: free. Ambience: casual. Popular Keywords: delivery, noodles, chicken, chinese, biang, spicy, liang, soup, take, beef, noodle, dish, lamb, hamburger, total. Reviews: We ordered the chives pie, spicy cucumbers and pita soaked in lamb soup. 
So freaking good! We thought we'd died and gone to heaven over the cucumbers. Wish we had ordered at least one more. (1 easily serves 2 ppl but they are soooo good) 
The pita in soup- yum. Didn't care for the big mushrooms, bu I ate from here for the first time. I don't live far but delivery took a little over an hour. I ordered the scallion pancake which didn't taste too bad but it was dry and had no dipping sauce. I also ordered sesame chicken, what I got was orange chicken with a few sesame seeds sprinkled on top. Not  Favorite Xian restaurant in Philly! Highly recommended! Chinese hamburger is very tasty."
